audio_file|text|speaker_name
182077\audio.wav|the reason of facility on the service|indian_male
182081\audio.wav|it was a repetitious but sobing|indian_male
182087\audio.wav|the old man is enabled to the boy|indian_male
182109\audio.wav|some people make the same rites over and over again|indian_male
182167\audio.wav|i actually follow love him|indian_male
182227\audio.wav|no i do give me one of the roman women|indian_male
182234\audio.wav|the horseman was completely immobile as was the boy|indian_male
182266\audio.wav|i was he had the extreme was his and no happiness|indian_male
182284\audio.wav|and this had made an imprison on the boy|indian_male
182323\audio.wav|i was a|indian_male
182325\audio.wav|seawood elite rum in the post|indian_male
182359\audio.wav|the applicant recessive refers more and shallow feet for enteric is plain entered|indian_male
182438\audio.wav|the vident have the pretenders the boarded|indian_male
18244\audio.wav|take your pass me|indian_male
182485\audio.wav|that man he caught your cold|indian_male
182503\audio.wav|i found these mundane a feeling|indian_male
18263\audio.wav|then for the pale|indian_male
182648\audio.wav|onward i say regarding the return of stolen government money|indian_male
182650\audio.wav|and till then he had considered the omens to be kings of the world|indian_male
182675\audio.wav|it bore of jones discoveries books and jane|indian_male
182722\audio.wav|everybody bastante guide and doom|indian_male
18280\audio.wav|the only dress men spared was a wondrous the italian|indian_male
182809\audio.wav|i detect in a close moments i make it easier for things to happened|indian_male
182813\audio.wav|there lies|indian_male
182849\audio.wav|the caravan would be fairly love to read the guesses|indian_male
18287\audio.wav|he was thinking of all omens and some one has appeared|indian_male
182873\audio.wav|then she led in the contents and studied them carefully|indian_male
18295\audio.wav|twas to tower|indian_male
182989\audio.wav|speak to the hand that drew it all said the fond|indian_male
182992\audio.wav|but the bark would dance be|indian_male
182994\audio.wav|but your forcing men to look at the well and at harrison i have never known|indian_male
183022\audio.wav|a lane was here not with his flock but with a shower|indian_male
183101\audio.wav|some of the old|indian_male
183171\audio.wav|i know why i want to get back to my flat i thought|indian_male
183244\audio.wav|the man is dead if|indian_male
183295\audio.wav|of course the dead|indian_male
183322\audio.wav|he has other things to do but|indian_male
183346\audio.wav|as|indian_male
183415\audio.wav|i first met each other under the ivor it was magical|indian_male
183431\audio.wav|the population was increasing explanatory|indian_male
183457\audio.wav|with missus l last cases|indian_male
183491\audio.wav|to be treating me|indian_male
183531\audio.wav|matabel|indian_male
183565\audio.wav|the u s been motion|indian_male
183613\audio.wav|life's got togaed|indian_male
183755\audio.wav|the boy dick enfield full the omans told him that a thing was drawn|indian_male
183760\audio.wav|that over intent|indian_male
18383\audio.wav|he set off running romanist the de|indian_male
183862\audio.wav|kanagawa work|indian_male
183915\audio.wav|in new how to cheat them and how to soothe|indian_male
183920\audio.wav|i myself heard nothing of that|indian_male
183928\audio.wav|i am at the end of my|indian_male
183966\audio.wav|twenty thousand dollars a year|indian_male
183980\audio.wav|i told but nobody answered|indian_male
184037\audio.wav|at the shop of turkey years|indian_male
184173\audio.wav|the peace seemed less bitter|indian_male
184177\audio.wav|this to be looking at the wool|indian_male
184250\audio.wav|what's your name he asked|indian_male
184259\audio.wav|we are going to glass go neer|indian_male
184266\audio.wav|he said that everything has its own destiny|indian_male
184283\audio.wav|in some places the ground was covered with the sort of right of lakes|indian_male
184322\audio.wav|if they had seen destiny has every form|indian_male
184354\audio.wav|what is love to these as|indian_male
184381\audio.wav|so they must ease|indian_male
184383\audio.wav|and yet not only people have ever met the old cake|indian_male
184393\audio.wav|no one in|indian_male
184475\audio.wav|i lie|indian_male
184510\audio.wav|the hand back evokes love and create a twin soul for every person in the world|indian_male
184550\audio.wav|he thought of the woman who had construed in the desert|indian_male
184566\audio.wav|then came the night of the place falling star|indian_male
184612\audio.wav|i don't want anything for myself|indian_male
184639\audio.wav|this is the first phase of the job he said|indian_male
184666\audio.wav|gore were lose its value|indian_male
184723\audio.wav|whenever he quoted he saw out a euro to travel|indian_male
184778\audio.wav|sentences a belt of none were and sometimes have ices|indian_male
184792\audio.wav|a friend had told the boy about the shop and he had taken his ship it|indian_male
184862\audio.wav|on bobbins and the|indian_male
184883\audio.wav|i'm a sad of loyal|indian_male
184969\audio.wav|for when we up at point was retentive|indian_male
185005\audio.wav|i indenting|indian_male
185048\audio.wav|all do you think it would spoil him|indian_male
185060\audio.wav|the other will one in town that i helma|indian_male
185192\audio.wav|oglethorpe one and then give up|indian_male
185348\audio.wav|got to get the facts|indian_male
185391\audio.wav|he got the ship with him|indian_male
185428\audio.wav|he is in a amoenitates|indian_male
185433\audio.wav|and he knew that if it was in africa|indian_male
185436\audio.wav|measels because|indian_male
185493\audio.wav|if we see dame crystal the solicitor expand|indian_male
185551\audio.wav|i dess me she could be real to me that i bore on me and he|indian_male
185564\audio.wav|yes the one i wanted to be|indian_male
18557\audio.wav|he sought a boy appears from the other side of the dunes|indian_male
185581\audio.wav|one prepared himself a sandwich and drank some hot tea from a christian as|indian_male
185626\audio.wav|and gone with her for you every day|indian_male
185701\audio.wav|she inelastic as in native|indian_male
185707\audio.wav|he brought six sheep with her|indian_male
185739\audio.wav|sally my dream of becoming a good testament never happened|indian_male
185789\audio.wav|you go on and practise|indian_male
18579\audio.wav|he picked up the two stones and put them back in his bath|indian_male
185846\audio.wav|the time must have been somewhere on six of la|indian_male
185893\audio.wav|i manufacture gold is a licorice|indian_male
185915\audio.wav|it sounded to|indian_male
185926\audio.wav|they have indeed for so long|indian_male
185993\audio.wav|you haven't got your ring yes|indian_male
186058\audio.wav|i guess life both words and parted above her|indian_male
186092\audio.wav|but i would send in estimates|indian_male
18611\audio.wav|and continue to pay heed to the omen|indian_male
186171\audio.wav|the asinine grow and the osage|indian_male
186306\audio.wav|it bore waterman to see if the woman were the egyptian beeminster|indian_male
186326\audio.wav|decking the deck had out he began to clean that loves|indian_male
18633\audio.wav|i'm just a fool|indian_male
186348\audio.wav|there the bone edwards was be billed give|indian_male
186357\audio.wav|canny magine that|indian_male
186369\audio.wav|don't you remember the home promise you|indian_male
186416\audio.wav|i thought that the seat of one|indian_male
186420\audio.wav|one minute to go|indian_male
186422\audio.wav|what is the atheist he asked finally|indian_male
186437\audio.wav|the edition was the poisoned|indian_male
186446\audio.wav|here resided an father silently|indian_male
186452\audio.wav|in a few clean my tristan for an empire|indian_male
186541\audio.wav|it was a flush times she had one time|indian_male
186593\audio.wav|and better still to be a one with one's books|indian_male
186607\audio.wav|saved as another building|indian_male
186663\audio.wav|he worked patiently for the men were on and opened the shop|indian_male
186869\audio.wav|he was sure the girl would never understand|indian_male
186908\audio.wav|galignani|indian_male
186982\audio.wav|no that's not what i mean|indian_male
187000\audio.wav|the writing i do lifely|indian_male
187023\audio.wav|to the use|indian_male
187065\audio.wav|his dark kasan into the pouch and friend the round for one of the store|indian_male
187068\audio.wav|and the falcon then she smiled|indian_male
187119\audio.wav|you better or bottom dollar be all|indian_male
187128\audio.wav|emma alone on her mobile|indian_male
187159\audio.wav|one that he wanted the boy to services instrument|indian_male
18728\audio.wav|you came so that you could learn about gardens set the one woman|indian_male
187347\audio.wav|they have got used to my being of it and so have|indian_male
187433\audio.wav|vibrations of beasts throughout the tent|indian_male
187441\audio.wav|at that time it was quite bear in my own mind that the thing had come from the planet mars|indian_male
187632\audio.wav|the greatest authority on meteorites stated that the height of its first appearance was about ninety or one hundred miles|indian_male
187668\audio.wav|he just stepped up|indian_male
187680\audio.wav|a man domineered in the hall|indian_male
187681\audio.wav|maybe the alchemist is to be love the voice for|indian_male
187686\audio.wav|the boy about the forge|indian_male
187697\audio.wav|so the boy was disappointed she decided that he would never set in believe in god|indian_male
187734\audio.wav|he did you a radiate in metal is simple deniston an intimacy|indian_male
187741\audio.wav|the|indian_male
187829\audio.wav|but there is a tribal war the boy retreated|indian_male
187911\audio.wav|it's not easy to find the philosopher stone said the nishan|indian_male
187917\audio.wav|you have but one administration organ canada|indian_male
187918\audio.wav|may be ye like|indian_male
187968\audio.wav|back on the local dress|indian_male
188002\audio.wav|but helen away in to be able to play it them without frightening them|indian_male
188037\audio.wav|so you want to them her|indian_male
188084\audio.wav|the mice are only close|indian_male
188094\audio.wav|beat that there was a heap of bicycles|indian_male
188132\audio.wav|all who ran there was had been at having done so|indian_male
188146\audio.wav|a reading is not deceived as understanding|indian_male
188213\audio.wav|everybody knows you are a sweet heart|indian_male
188228\audio.wav|is killed but which did not time going out and crossed in the brush with the sand beach|indian_male
188241\audio.wav|a people made of brains of habitation|indian_male
188260\audio.wav|the girl on the pile seemed to get began i heard no epitome on it|indian_male
188282\audio.wav|as i bade shattered|indian_male
188405\audio.wav|he needed the boy made the whole man at noon|indian_male
188422\audio.wav|it was a bare|indian_male
188456\audio.wav|this new find bush or on a side and told the boy or time|indian_male
188459\audio.wav|i have even toasted the bride in cool|indian_male
18848\audio.wav|and boating along the way at the word|indian_male
18860\audio.wav|even a few clean my crystal for entire year|indian_male
188604\audio.wav|andy managed around the garden of the blue|indian_male
188633\audio.wav|the boy made to him so|indian_male
188696\audio.wav|is important to me to keep the internecine|indian_male
18874\audio.wav|you was in as the growth demonstrating how the world is always danger|indian_male
188744\audio.wav|few people realize that immensity of the cenci|indian_male
188797\audio.wav|this is a measure i|indian_male
188850\audio.wav|we don't want him|indian_male
188987\audio.wav|the note and i lost|indian_male
18904\audio.wav|i met besides instructions how to decontaminate the top|indian_male
189048\audio.wav|i asked him to let me use the kitchen for a while the almost smiled|indian_male
189122\audio.wav|another person was there to help him toward his destiny|indian_male
189154\audio.wav|i like you don't really need to|indian_male
189264\audio.wav|a society|indian_male
189290\audio.wav|during one of these conversations the driver told of his own life|indian_male
189299\audio.wav|you i would|indian_male
189405\audio.wav|the englishman was an able to sleep one night|indian_male
189435\audio.wav|the voice the small abundant church just as nightfall in|indian_male
189540\audio.wav|and yet none of these people have he will make the old king|indian_male
189667\audio.wav|it's only a few words more over you be judge|indian_male
18975\audio.wav|the arab attendant without a word|indian_male
189768\audio.wav|i don't know how to turn them into reality|indian_male
189781\audio.wav|he had come to the town on little find a woman who could interpret his dream|indian_male
18979\audio.wav|and he told him what he had been|indian_male
189827\audio.wav|the boys preferred wine|indian_male
18989\audio.wav|once the matter|indian_male
189897\audio.wav|does she have the money|indian_male
189948\audio.wav|for carbonero the boys had|indian_male
189993\audio.wav|any hope he could see more success on the current project|indian_male
190002\audio.wav|the alchemist is two hundred years old the englishman had told him|indian_male
190065\audio.wav|the shop is exactly the size always wanted it to be|indian_male
190078\audio.wav|the always observed the tradition|indian_male
190083\audio.wav|the place he got to the dilatation of his brain the more difficult things became|indian_male
190091\audio.wav|what ample inside anything women map considerative into often straighten|indian_male
19015\audio.wav|a tadpolelike metal should be in the top and the boarding of icelander|indian_male
190163\audio.wav|his father said no more|indian_male
190203\audio.wav|i miss you and i couldn't call you but i try|indian_male
190244\audio.wav|extract the relevant data and see to machine or statistics|indian_male
190263\audio.wav|you don't have to wear rich kinnoul or even one keep to poorer and a mat of kindness|indian_male
190367\audio.wav|she and a gas eleon been|indian_male
190370\audio.wav|i don't want to change anything cause i don't know how to deal with jane|indian_male
190383\audio.wav|i hear he is a my hat another|indian_male
190410\audio.wav|my dog box went strangers there|indian_male
190460\audio.wav|the capitalisation e edication intent|indian_male
190551\audio.wav|this makes the remote montanelli may do in the aviation is with the man tenable tarpon|indian_male
190635\audio.wav|most of them were staring quietly at the big table|indian_male
190674\audio.wav|to morrow sally came and by a horse|indian_male
190689\audio.wav|diana met|indian_male
190700\audio.wav|early personality places in my office and i in together|indian_male
190701\audio.wav|anacapa|indian_male
190709\audio.wav|he now that man had to worry in order to return|indian_male
190710\audio.wav|you must mean to other trees|indian_male
190712\audio.wav|the heat lasted an ill night for and on a time he had to carry his second|indian_male
190718\audio.wav|no that i came mister answered|indian_male
190798\audio.wav|bella did indeed we weren't even have|indian_male
19090\audio.wav|as one meets everybody|indian_male
19097\audio.wav|looking down at this point he has the voice that the will was|indian_male
190996\audio.wav|pedro|indian_male
19101\audio.wav|of redon he back|indian_male
191029\audio.wav|he intimated|indian_male
191090\audio.wav|then suppose you give me the money|indian_male
191108\audio.wav|and descanted upon the speed in his hand|indian_male
191129\audio.wav|last time i made the message of repeating a rowing by rosin|indian_male
191151\audio.wav|in this sense to the wiesbaden i sent|indian_male
19117\audio.wav|he went at|indian_male
191189\audio.wav|the next day the boy met the old man at known|indian_male
19130\audio.wav|that night there was a negating all to castrate distant planet|indian_male
191312\audio.wav|they made the boy continuing but he found nothing|indian_male
191326\audio.wav|like a weary land isa|indian_male
19139\audio.wav|her place is as intolerant|indian_male
191424\audio.wav|unseen possible|indian_male
191463\audio.wav|smiling is just part of living a full face life|indian_male
191480\audio.wav|remain is not much din but all beladen happen|indian_male
191487\audio.wav|you can stay|indian_male
191497\audio.wav|before god the cereus bits of me my self the ease|indian_male
191500\audio.wav|i don't know why these things have to be done with the by pordenone it to|indian_male
191601\audio.wav|the old man returned the book to the boy|indian_male
191626\audio.wav|the more lost all of happiness|indian_male
191681\audio.wav|a low as in golf caddies were used to hanging out near the railway station|indian_male
191822\audio.wav|it seemed so safe and tranquil|indian_male
191845\audio.wav|i listen just as your part ogamal dreamed he said|indian_male
191853\audio.wav|and gilian|indian_male
191867\audio.wav|yet its pines are decapitate|indian_male
191893\audio.wav|have you got any feeling|indian_male
191901\audio.wav|he remembered the swart|indian_male
191908\audio.wav|walking along in the silence he had no regret|indian_male
191912\audio.wav|the son demand very wise|indian_male
191916\audio.wav|to see the money|indian_male
191930\audio.wav|he sat often at the sky or of time|indian_male
191951\audio.wav|the boy a blow her to ask a vote egoist|indian_male
192018\audio.wav|working in the universe i wore his time|indian_male
192068\audio.wav|take appointed|indian_male
19219\audio.wav|it is all now any alternative see indian yet gogol|indian_male
192225\audio.wav|sweet obrero before justice love suffices|indian_male
192235\audio.wav|continue in the direction of the pyramids said the comet|indian_male
192238\audio.wav|i love is with a fish in the tank|indian_male
192274\audio.wav|a caution in mesa health|indian_male
192293\audio.wav|you mean on the site|indian_male
192383\audio.wav|how do i guess at the future|indian_male
192416\audio.wav|carrie make angle wisions possible at latimers|indian_male
192426\audio.wav|the old man was doc mitchell|indian_male
192492\audio.wav|why was all had been to be there at the wells|indian_male
192494\audio.wav|so you know about love the boy sat|indian_male
192523\audio.wav|i been explore|indian_male
192527\audio.wav|not every one can see his dreams come to in the same way|indian_male
192631\audio.wav|the girls are going to the movie theatre|indian_male
19268\audio.wav|it had me interesting with the englishman tempter|indian_male
19270\audio.wav|the hand of the big one to the south|indian_male
192913\audio.wav|if i sent it to the step he olmedo|indian_male
192956\audio.wav|they say it's a fact|indian_male
192988\audio.wav|so that those who have the possible ever understanding can understand he said|indian_male
193017\audio.wav|from there he could see africa iridescence|indian_male
19305\audio.wav|ere|indian_male
193072\audio.wav|i|indian_male
19309\audio.wav|i don't want to change anything because i don't know how to deal with change|indian_male
193124\audio.wav|in an|indian_male
193153\audio.wav|he reentered the|indian_male
193207\audio.wav|he had found were his desires and was trading at what might happen|indian_male
193259\audio.wav|i remember were dulman had taitbout offering something or in devon have yet|indian_male
193318\audio.wav|for my woman of the dead said the unseen|indian_male
193377\audio.wav|the desert men had with regions the tamale answered|indian_male
193451\audio.wav|mexico oh|indian_male
193462\audio.wav|but i did not stop|indian_male
19351\audio.wav|i don't know why i came you in first place|indian_male
193524\audio.wav|one night the fire had been|indian_male
193576\audio.wav|i'm going to galatians the desert intimated|indian_male
193591\audio.wav|aside|indian_male
193668\audio.wav|for ere the sunset i consider soul of the world|indian_male
193682\audio.wav|she was reminded of a mistake|indian_male
193688\audio.wav|keegan on the form|indian_male
193721\audio.wav|one know you from adam|indian_male
193754\audio.wav|then mention|indian_male
193781\audio.wav|and he gets it right to be|indian_male
193787\audio.wav|i don't want anything eleven like|indian_male
193912\audio.wav|don right to enter the life of the orses|indian_male
193956\audio.wav|but it leaks more lying|indian_male
193959\audio.wav|i swear on my mother's grave|indian_male
194002\audio.wav|you gave them everything i had the boys had|indian_male
194009\audio.wav|ay in to find me to cure|indian_male
194016\audio.wav|you man i only customs bat ricochet|indian_male
194078\audio.wav|is what you have always wanted to accomplish|indian_male
194100\audio.wav|walking along the defile he had no rider|indian_male
194123\audio.wav|will is in trees that go as well will comandante|indian_male
194196\audio.wav|so you are glad|indian_male
194233\audio.wav|we dine|indian_male
194274\audio.wav|aeacus and demeaning field by a man and ethel|indian_male
194371\audio.wav|how long is he what|indian_male
194375\audio.wav|the seamen goes well be on my density the more wonder|indian_male
194433\audio.wav|a camel driver understood with the boy with saying|indian_male
194491\audio.wav|there was an order to buy a lot of weapons|indian_male
194619\audio.wav|he is dinner|indian_male
194690\audio.wav|all that are of any kind|indian_male
194747\audio.wav|i might have heard nothing of that|indian_male
194772\audio.wav|the care the ognissanti|indian_male
194795\audio.wav|he wandered for a while keeping the dead pan of the oasis within sight|indian_male
19484\audio.wav|he knew nothing about a custom of the strange land he was an|indian_male
194882\audio.wav|and eimes understood it the boys heard had he done to the soul of the war|indian_male
19495\audio.wav|i feel fine|indian_male
194954\audio.wav|not every one can see his dreams come true in the same|indian_male
195054\audio.wav|there was cranbrook|indian_male
195070\audio.wav|your son went to save the distant place and became a centurion|indian_male
1951\audio.wav|the crowd was a little as i elbowed my way through|indian_male
195140\audio.wav|it apostolate important that you see|indian_male
19516\audio.wav|every bill devastations per se|indian_male
195216\audio.wav|about them when a human has said it|indian_male
195255\audio.wav|that's why i see you that i deserve a part of what you find|indian_male
195259\audio.wav|thank you said the boy|indian_male
195327\audio.wav|he just to go with the band|indian_male
195345\audio.wav|it sounded like a desire|indian_male
195467\audio.wav|i learned to find game|indian_male
195470\audio.wav|to disembodied immediately but it had shaken him|indian_male
195472\audio.wav|mister and missus ned joined the red cross and sealed|indian_male
195508\audio.wav|in the fayette more|indian_male
195537\audio.wav|to cut to the chase a hare was really back|indian_male
19558\audio.wav|we are boring|indian_male
195654\audio.wav|the old man then with a book to the boy|indian_male
195673\audio.wav|we rapidly|indian_male
195720\audio.wav|gold wood lose its value|indian_male
195788\audio.wav|as the order of the tall almost the word costs he said to his friend|indian_male
195820\audio.wav|is it cold invites once|indian_male
19584\audio.wav|one million two hundred and fifty thousand dollars|indian_male
195854\audio.wav|rogers a raging for observing rogero|indian_male
195893\audio.wav|never heard of such a thing|indian_male
195979\audio.wav|its common dominion the reinstation came to|indian_male
196033\audio.wav|mister stone i accuse|indian_male
196048\audio.wav|what have you got to report|indian_male
196056\audio.wav|is the head better|indian_male
196057\audio.wav|leadenham emulation a military has an istrian|indian_male
196108\audio.wav|i can't imagine for he is|indian_male
196237\audio.wav|a son having trouble with the|indian_male
196267\audio.wav|o s the export command to set in varment parables|indian_male
196296\audio.wav|the skill more of the architect and sad as the centre of the conference|indian_male
19633\audio.wav|your sincere seated|indian_male
196351\audio.wav|you dominative tolls horsemen with the way you look at them i said|indian_male
196402\audio.wav|be a spree spend this play and way what did you say|indian_male
196445\audio.wav|she ably worked it out in it one|indian_male
196481\audio.wav|the|indian_male
196485\audio.wav|commanding saint|indian_male
196527\audio.wav|so you won't blame|indian_male
196530\audio.wav|he is a close|indian_male
196619\audio.wav|i d like to live in it|indian_male
196632\audio.wav|they wanted no time|indian_male
196648\audio.wav|i hear much|indian_male
196655\audio.wav|he's in the dust|indian_male
196724\audio.wav|at ten possibility|indian_male
196729\audio.wav|in sunder|indian_male
196757\audio.wav|you can do that|indian_male
196769\audio.wav|she and i were the only ones that kept our heads|indian_male
196772\audio.wav|are indices to a|indian_male
196842\audio.wav|it may|indian_male
196849\audio.wav|stop beating me raced side|indian_male
196864\audio.wav|ren or in loike you more incited|indian_male
196881\audio.wav|then in|indian_male
196915\audio.wav|decisiveness in cities and dances|indian_male
196952\audio.wav|both to see and|indian_male
196979\audio.wav|a duty and come|indian_male
196992\audio.wav|as for me in the breaking charges neville|indian_male
197001\audio.wav|i found them by deities story|indian_male
197024\audio.wav|let's start with jumping to a particular line|indian_male
197030\audio.wav|venning time it heathercat be more valuable than any material prince|indian_male
197040\audio.wav|the frock had no chance to escape|indian_male
197092\audio.wav|he must on man on a pickpocket a megaphone and propagated in open|indian_male
197119\audio.wav|how is in a mess|indian_male
197132\audio.wav|a material|indian_male
197144\audio.wav|on the netherland was alive annawan the|indian_male
197150\audio.wav|in cling the area is orient without stroking the owners carcass|indian_male
197163\audio.wav|the over here in the bush|indian_male
197206\audio.wav|this is aristomachus the man at my beanpole of combatants in isla|indian_male
197236\audio.wav|the old man gave a signal and every one stood|indian_male
197247\audio.wav|for short of the corona|indian_male
19725\audio.wav|like|indian_male
197283\audio.wav|i never reopen|indian_male
197303\audio.wav|these it faded into lake before any ten happened|indian_male
197330\audio.wav|the grass has a big meaning in giant|indian_male
197357\audio.wav|which one is mine|indian_male
1974\audio.wav|i like you to take me there if you can|indian_male
197407\audio.wav|the road is blocked|indian_male
197416\audio.wav|the more material meridian people|indian_male
197427\audio.wav|but who was in|indian_male
197436\audio.wav|open out of the|indian_male
197440\audio.wav|they went out of business years ago|indian_male
197450\audio.wav|would one female|indian_male
197473\audio.wav|why is it to his place at the far off sending the last|indian_male
197501\audio.wav|but on its beams|indian_male
19751\audio.wav|it was icy dishonesties of vice|indian_male
197519\audio.wav|i got was of making them up|indian_male
197528\audio.wav|why don't you fellows get your old new|indian_male
197538\audio.wav|the best have intentionally|indian_male
197548\audio.wav|it grapes for you|indian_male
197598\audio.wav|the building has been the whole base of the illegal and the price for decades|indian_male
197606\audio.wav|the scale model of the architect lands that are in a beacon|indian_male
197627\audio.wav|you said you want to file|indian_male
197634\audio.wav|the one we the has got a bee the typical average forces|indian_male
197713\audio.wav|the proportions were all wrong|indian_male
197718\audio.wav|she looked across the engine room and screamed|indian_male
197721\audio.wav|the grassed desert for another two days inside|indian_male
197747\audio.wav|one is lord because one is love|indian_male
19777\audio.wav|you gone|indian_male
197770\audio.wav|but rendering of tiberius enters pants were forgotten|indian_male
197796\audio.wav|the baboon|indian_male
197837\audio.wav|all the time nine has been sent to shortly|indian_male
197868\audio.wav|a damage on the plants had been debated|indian_male
197886\audio.wav|give her album a one on a six rating|indian_male
197897\audio.wav|a man is the one for reading are fit i offer not feasible used to lock five|indian_male
197898\audio.wav|and a lady was indicating the proximity detector was working properly|indian_male
197933\audio.wav|a cone mamma is well|indian_male
197978\audio.wav|what is the humidity at my current position|indian_male
197980\audio.wav|calsabigi|indian_male
198013\audio.wav|in this canoe|indian_male
198073\audio.wav|you lost me to what|indian_male
198130\audio.wav|many program in lanes are named after the open|indian_male
198137\audio.wav|a medarnoot i astonished all the emancipated|indian_male
198181\audio.wav|a theoretic taste food or both|indian_male
198183\audio.wav|there she gave that to|indian_male
198195\audio.wav|dear eleanor|indian_male
198200\audio.wav|to day in making the internet more inclusive|indian_male
198239\audio.wav|it would fly to him fingering the building|indian_male
198272\audio.wav|i could have had her|indian_male
198316\audio.wav|i had a really good time at his party|indian_male
198425\audio.wav|he saw the boy appear from deeside of the downs|indian_male
198465\audio.wav|people should spend down on improving open so eric into dealing market dominating company|indian_male
19848\audio.wav|you know lord yes you see no voice but there is still a you time you find yourself reefer a mouth|indian_male
198508\audio.wav|as the fees he called a sound on the face of the ancient toast|indian_male
198525\audio.wav|this missive be italian for a|indian_male
198526\audio.wav|langeron mister fall from new york to night|indian_male
198586\audio.wav|love in the fair fight or we stand|indian_male
198606\audio.wav|he better|indian_male
198618\audio.wav|the company had all loved to be a reassertion in our|indian_male
198621\audio.wav|this because a poor|indian_male
198628\audio.wav|a tractor was bearing down hard|indian_male
198759\audio.wav|there are many spots|indian_male
198774\audio.wav|i have also experimented with the fancy a solution to this problem|indian_male
1988\audio.wav|he asked for a|indian_male
19881\audio.wav|it had a diameter of about city yards|indian_male
198831\audio.wav|the nigger be dead till graduated with ariston|indian_male
198837\audio.wav|no i comaraderie|indian_male
19884\audio.wav|but they could never have thought him arabic|indian_male
198851\audio.wav|the recent fantastic the sonneting|indian_male
198901\audio.wav|we need to talk|indian_male
198925\audio.wav|at that point the omen was tell you that the trader is buried for ever|indian_male
198926\audio.wav|it was anice bannatine business|indian_male
198934\audio.wav|the assertion or|indian_male
199020\audio.wav|but legs mostly|indian_male
199048\audio.wav|i am not the first woman to die for a preaching it|indian_male
199093\audio.wav|the holland to come to europe again later this ear and evil probably go to the chatouille|indian_male
199163\audio.wav|he aimed|indian_male
199271\audio.wav|used to hand the rabbits there my|indian_male
199273\audio.wav|i pointed|indian_male
199300\audio.wav|that's a syndicate scale|indian_male
199371\audio.wav|please such a new machine depicting|indian_male
199374\audio.wav|a distant have to write|indian_male
199387\audio.wav|that's the music of women said the|indian_male
199388\audio.wav|you dominated those horsemen with the very look at them he said|indian_male
199430\audio.wav|who is mine and what did he do|indian_male
199456\audio.wav|the editor to the bahamas|indian_male
19947\audio.wav|it seemed he had made the long one for nothing|indian_male
199479\audio.wav|my elegy has gotten much worse to day|indian_male
199537\audio.wav|he was abetted aided|indian_male
199538\audio.wav|must have been give|indian_male
199577\audio.wav|they are not for he said|indian_male
199596\audio.wav|they had seceded|indian_male
199606\audio.wav|i want to see that the turns|indian_male
199627\audio.wav|at his fate was the young arab the boy had spoken with odious|indian_male
199655\audio.wav|use kindom|indian_male
199656\audio.wav|are the most dutiful voice we have ever|indian_male
199665\audio.wav|i don't know about war|indian_male
199671\audio.wav|i am on the job|indian_male
199672\audio.wav|at my head the money factor fate|indian_male
199680\audio.wav|la denot see the dove|indian_male
199688\audio.wav|i want to do to boone|indian_male
199696\audio.wav|he was as ever not|indian_male
199705\audio.wav|like every body loves is that|indian_male
199719\audio.wav|this something is altered|indian_male
199799\audio.wav|john destitute as|indian_male
199805\audio.wav|she qualities of mister|indian_male
199864\audio.wav|more poetical|indian_male
199892\audio.wav|then the verdict for everything|indian_male
19994\audio.wav|the oration of branwell a brothel|indian_male
199974\audio.wav|the iliad as soon as she saw his indelible|indian_male
199989\audio.wav|yeah i like that|indian_male
200016\audio.wav|no one is going to concur is to|indian_male
200019\audio.wav|sandy felt accelerate|indian_male
20002\audio.wav|he is|indian_male
200038\audio.wav|stacy golden find the povero|indian_male
200067\audio.wav|i aehrenthal and enemies|indian_male
200075\audio.wav|the arenak but i like italy|indian_male
200103\audio.wav|this is er in fact as|indian_male
200117\audio.wav|i have the paper and the monadan to you|indian_male
200121\audio.wav|come on over and dine fussy|indian_male
200178\audio.wav|now i see what i know i refer|indian_male
200180\audio.wav|this is the very|indian_male
200181\audio.wav|while action|indian_male
200284\audio.wav|so you don't want me to go in with his|indian_male
200286\audio.wav|volumes|indian_male
200325\audio.wav|our easin|indian_male
200345\audio.wav|render you are this him down|indian_male
200347\audio.wav|there the elder selectest in the fore|indian_male
200375\audio.wav|in the late war a fenian|indian_male
200386\audio.wav|the gateman's had been stopped at gaze for some time vertigo the walls were in|indian_male
200423\audio.wav|i assigned by my|indian_male
200430\audio.wav|this sentence was specially made to|indian_male
200464\audio.wav|all but one of the worst cavity|indian_male
200484\audio.wav|a vision fly does not include translation which the text suggests it does|indian_male
200504\audio.wav|nobody lamorelie because the dice|indian_male
2006\audio.wav|did you learn in a thing the englishman or as eager to hear ordered my be|indian_male
200605\audio.wav|are you allowed to guess that|indian_male
200629\audio.wav|you have that twelve or|indian_male
200636\audio.wav|hollywood interested in polar at her brother death|indian_male
200714\audio.wav|there's gold there i said|indian_male
200774\audio.wav|young ally|indian_male
200783\audio.wav|a one and what a common|indian_male
20079\audio.wav|it seems such a little thing so bad and more still|indian_male
200801\audio.wav|i don't know like to go|indian_male
200994\audio.wav|you can point it never done before|indian_male
201024\audio.wav|once some one to fifteen all|indian_male
20104\audio.wav|should i understand that evident aveline the boy asked|indian_male
201063\audio.wav|it was glaringly hot not a cloud in skin or breton went|indian_male
201071\audio.wav|i was scared but wasted no time in going out and crossing the bridge to the sandbags|indian_male
201077\audio.wav|well then stand up|indian_male
201092\audio.wav|the cup had shot in a deep estorade|indian_male
